rowid,hostname,pl_letter,cb_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,ra,dec,sy_dist,pl_eqt,st_lum,pl_dens,st_dens,st_age,st_teff
216,GJ 27.1,b,0,1,1,15.819,0.101,,13.0,9.9980016,-44.2541679,23.6062,,-1.585,,,,3542.0
217,GJ 273,b,0,1,2,18.6498,0.091101,,2.89,111.852091,5.225807,5.921535,,-2.056,,,,3382.0
218,GJ 273,c,0,1,2,4.7234,0.036467,,1.18,111.852091,5.225807,5.921535,,-2.056,,,,3382.0
219,GJ 3021,b,0,2,1,133.71,0.49,,1071.04,4.0634323,-79.8514218,17.5559,350.0,-0.18,,,,5540.0
220,GJ 3082,b,0,1,1,11.949,0.079,,8.2,18.6432425,-53.9407751,16.6186,,,,,,
221,GJ 3090,b,0,1,1,2.8531054,0.03165,2.13,3.34,20.4384281,-46.7147234,22.4751,693.0,-1.342,1.89,5.32,,3556.0
222,GJ 3138,b,0,1,3,1.22003,0.0197,,1.78,32.2977385,-16.3392495,28.4712,,-1.347,,,,3717.0
223,GJ 3138,c,0,1,3,5.974,0.057,,4.18,32.2977385,-16.3392495,28.4712,,-1.347,,,,3717.0
224,GJ 3138,d,0,1,3,257.8,0.698,,10.5,32.2977385,-16.3392495,28.4712,,-1.347,,,,3717.0
225,GJ 317,b,0,1,2,695.66,1.151,,557.1,130.2445254,-23.452809,15.1968,,,,,,
226,GJ 317,c,0,1,2,6739.323,5.23,,522.5,130.2445254,-23.452809,15.1968,,,,,,
227,GJ 3222,b,0,2,1,10.66669,0.091,,11.44182,50.8972464,-40.0762325,18.23817,,,,,,
228,GJ 328,b,0,1,2,3771.0,4.11,,797.7493,133.7819507,1.5420011,20.5266,,-1.08,,,,3897.0
229,GJ 328,c,0,1,2,241.8,0.657,,21.4,133.7819507,1.5420011,20.5266,,-1.08,,,,3897.0
230,GJ 3293,b,0,1,4,30.5987,0.14339,,23.54,67.1484425,-25.1713396,20.1903,,-1.658,,,,3466.0
231,GJ 3293,c,0,1,4,122.6196,0.36175,,21.09,67.1484425,-25.1713396,20.1903,,-1.658,,,,3466.0
232,GJ 3293,d,0,1,4,48.1345,0.19394,,7.6,67.1484425,-25.1713396,20.1903,,-1.658,,,,3466.0
233,GJ 3293,e,0,1,4,13.2543,0.08208,,3.28,67.1484425,-25.1713396,20.1903,,-1.658,,,,3466.0
234,GJ 3323,b,0,1,2,5.3636,0.03282,,2.02,75.4868824,-6.9485133,5.37484,,-2.569,,,,3159.0
235,GJ 3323,c,0,1,2,40.54,0.1264,,2.31,75.4868824,-6.9485133,5.37484,,-2.569,,,,3159.0
236,GJ 3341,b,0,1,1,14.207,0.089,,6.6,78.9471415,-31.2948458,23.619,,-1.538,,,,3526.0
237,GJ 338 B,b,0,2,1,24.422,0.142,,10.6,138.5916722,52.6835211,6.33256,,-1.101,,,4.0,4014.0
238,GJ 3470,b,0,1,1,3.3366496,0.0355,4.57,13.9,119.7735021,15.391209,29.4214,594.0,,0.8,3.3,,3600.0
239,GJ 3473,b,0,2,2,1.1980035,0.01589,1.264,1.86,120.5936065,3.3371629,27.3644,773.0,-1.824,5.03,10.93,,3347.0
240,GJ 3473,c,0,2,2,15.509,0.0876,,7.41,120.5936065,3.3371629,27.3644,329.0,-1.824,,10.93,,3347.0
241,GJ 3512,b,0,1,2,203.69,0.337,,146.20107,130.3316616,59.4918364,9.48637,,-2.804,,,5.5,3081.0
242,GJ 3512,c,0,1,2,1599.6,1.292,,63.56568,130.3316616,59.4918364,9.48637,,-2.804,,,5.5,3081.0
243,GJ 357,b,0,1,3,3.9306,0.036,1.2,,144.0074644,-21.6650634,9.44181,518.0,,,,,3505.0
244,GJ 357,c,0,1,3,9.1247,0.061,,3.4,144.0074644,-21.6650634,9.44181,401.0,-1.798,,13.6,,3505.0
245,GJ 357,d,0,1,3,55.661,0.204,,6.1,144.0074644,-21.6650634,9.44181,220.0,-1.798,,13.6,,3505.0
246,GJ 3634,b,0,1,1,2.64561,0.0287,,8.4,164.6433493,-31.1443383,20.3779,,-1.699,,,5.0,
247,GJ 367,b,0,1,3,0.3219225,0.00709,0.699,0.633,146.121464,-45.7790165,9.41263,1365.0,-1.539,10.2,6.6967,,3522.0
248,GJ 367,c,0,1,3,11.5301,,,4.13,146.121464,-45.7790165,9.41263,,-1.539,,6.6967,,3522.0
249,GJ 367,d,0,1,3,34.369,,,6.03,146.121464,-45.7790165,9.41263,,-1.539,,6.6967,,3522.0
250,GJ 3779,b,0,1,1,3.0232,0.026,,8.0,200.7335358,24.4639425,13.743,,-2.062,,,,3324.0
251,GJ 3929,b,0,1,2,2.616235,0.0252,1.09,1.75,239.5775678,35.4081141,15.8095,568.0,-1.963,7.3,13.3,7.1,3384.0
252,GJ 3929,c,0,1,2,15.04,0.081,,5.71,239.5775678,35.4081141,15.8095,317.0,-1.963,,13.3,7.1,3384.0
253,GJ 393,b,0,1,1,7.02679,0.05402,,1.71,157.2288672,0.8378485,7.03149,485.0,-1.571,,,,3579.0
254,GJ 3942,b,0,1,1,6.905,0.0608,,7.14,242.2645452,52.9441443,16.9287,590.0,-1.12,,,,3867.0
255,GJ 3988,b,0,1,1,6.9442,0.0405,,3.69,255.8503747,51.4089795,9.9105,348.0,-2.395,,,,3273.0
256,GJ 3998,b,0,1,2,2.64977,0.029,,2.47,259.0020507,11.0561751,18.1459,,-1.387,,,,3722.0
257,GJ 3998,c,0,1,2,13.74,0.089,,6.26,259.0020507,11.0561751,18.1459,,-1.387,,,,3722.0
258,GJ 411,b,0,1,2,12.9394,0.07879,,2.69,165.834471,35.972317,5.675773,,,,,8.047,3719.0
259,GJ 414 A,b,0,2,2,50.8,0.2324,2.63,7.6,167.7745044,30.4451688,11.8893,309.0,-0.924,,,12.4,4120.0
260,GJ 414 A,c,0,2,2,749.83,1.4,8.4,53.83,167.7745044,30.4451688,11.8893,125.0,-0.924,,,12.4,4120.0
261,GJ 422,b,0,1,1,20.129,0.111,,11.07,168.9810458,-57.5425629,12.6631,,,,,,
262,GJ 4276,b,0,1,1,13.352,0.082,,16.57,336.3221454,59.412503,21.3362,,-1.706,,,6.9,3387.0
263,GJ 433,b,0,1,3,7.3705,0.062,,6.043,173.8619194,-32.5436302,9.06456,,,,,,
264,GJ 433,c,0,1,3,5094.105,4.819,,32.422,173.8619194,-32.5436302,9.06456,,,,,,
265,GJ 433,d,0,1,3,36.059,0.178,,5.223,173.8619194,-32.5436302,9.06456,,,,,,
266,GJ 436,b,0,1,1,2.64388312,0.0291,4.17,22.1,175.5505363,26.7030669,9.75321,,,1.8,7.0,,
267,GJ 463,b,0,1,1,3448.0,3.53,,1144.18227,185.7440496,64.0324311,18.3554,,,,,,3540.0
268,GJ 480,b,0,1,1,9.567,0.068,,13.2,189.7134226,11.6950708,14.2358,,,,,,
269,GJ 486,b,0,1,1,1.46712127,0.01714,1.289,2.77,191.981531,9.7494181,8.07426,696.0,-1.939,6.66,12.95,,3317.0
270,GJ 504,b,0,1,1,,43.5,,1271.3,199.192348,9.4249781,17.5299,510.0,0.332,,,0.16,6234.0
271,GJ 514,b,0,1,1,140.43,0.422,,5.2,202.5040424,10.3725387,7.61778,202.0,-1.367,,,0.8,3728.0
272,GJ 536,b,0,1,1,8.7076,0.06661,,5.36,210.2597264,-2.6522901,10.4092,,-1.377,,,,3685.0
273,GJ 581,b,0,1,3,5.3686,0.04061,,15.8,229.8564725,-7.7226935,6.2981,,-1.885,,12.2238,,3396.0
274,GJ 581,c,0,1,3,12.914,0.0721,,5.5,229.8564725,-7.7226935,6.2981,,-1.885,,12.2238,,3396.0
275,GJ 581,e,0,1,3,3.149,0.02815,,1.7,229.8564725,-7.7226935,6.2981,,-1.885,,12.2238,,3396.0
276,GJ 625,b,0,1,1,14.628,0.078361,,2.82,246.3557854,54.3033625,6.47249,,-1.894,,,,3499.0
277,GJ 649,b,0,1,1,600.1,1.112,,81.99973,254.5363221,25.7419719,10.3796,,-1.361,,,,3734.0
278,GJ 667 C,b,0,3,5,7.203,,,,259.7510609,-34.9977651,7.24396,,,,,,
279,GJ 667 C,c,0,3,5,28.14,0.125,,3.8,259.7510609,-34.9977651,7.24396,,-1.863,,,2.0,3350.0
280,GJ 674,b,0,1,1,4.6938,0.039,,11.09,262.1700476,-46.8989826,4.54896,,-1.796,,,0.55,3600.0
281,GJ 676 A,b,0,2,4,1051.44521,1.735,,1840.86213,262.5448903,-51.6377777,16.0272,,,,,,
282,GJ 676 A,c,0,2,4,13921.42302,9.726,,4288.14087,262.5448903,-51.6377777,16.0272,,,,,,
283,GJ 676 A,d,0,2,4,3.60076,0.039,,3.81394,262.5448903,-51.6377777,16.0272,,,,,,
284,GJ 676 A,e,0,2,4,35.47358,0.181,,6.6744,262.5448903,-51.6377777,16.0272,,,,,,
285,GJ 680,b,0,2,1,17281.66514,10.138,,7977.49302,263.8072214,-48.6788427,9.67315,,,,,,
286,GJ 682,b,0,1,2,17.478,0.08,,4.4,264.2610245,-44.3232519,5.00671,,-2.699,,,,3028.0
287,GJ 682,c,0,1,2,57.32,0.176,,8.7,264.2610245,-44.3232519,5.00671,,-2.699,,,,3028.0
288,GJ 685,b,0,1,1,24.16,0.1344,,9.0,263.8960378,61.6793482,14.3155,,-1.253,,,,3816.0
289,GJ 687,b,0,1,2,38.142,0.163,,17.2,264.1041731,68.3336741,4.54939,,,,,,
290,GJ 687,c,0,1,2,727.562,1.165,,16.0,264.1041731,68.3336741,4.54939,,,,,,
291,GJ 720 A,b,0,2,1,19.466,0.119,,13.64,278.8294172,45.7456038,15.5575,401.0,-1.217,,,,3837.0
292,GJ 724,b,0,1,1,5.101284,0.04685,,10.75,280.238365,-13.3824997,16.9658,611.0,-1.291,,,,3799.0
293,GJ 740,b,0,1,1,2.37756,0.029,,2.96,284.4997178,5.902867,11.1017,829.0,-1.206,,,,3913.0
294,GJ 806,b,0,1,2,0.9263237,0.01406,1.331,1.9,311.2697002,44.5002351,12.0445,940.0,-1.585,4.4,8.6,5.0,3600.0
295,GJ 806,c,0,1,2,6.64064,0.0523,,5.8,311.2697002,44.5002351,12.0445,490.0,-1.585,,8.6,5.0,3600.0
296,GJ 832,b,0,1,1,3853.0,3.7,,314.65012,323.3912616,-49.0125169,4.96435,,,,,8.1,
297,GJ 849,b,0,1,2,1925.31,2.32,,283.82077,332.4229938,-4.6408317,8.80058,,-1.59,,,,3467.0
298,GJ 849,c,0,1,2,5990.0,4.95,,314.65012,332.4229938,-4.6408317,8.80058,,-1.59,,,,3467.0
299,GJ 86,b,0,2,1,15.76491,0.11,,1404.8086,32.6224785,-50.8209945,10.7836,,,,,,5182.0
300,GJ 876,b,0,1,4,61.1166,0.208317,,723.2235,343.3239737,-14.2665958,4.67517,,-1.907,,,1.0,
301,GJ 876,c,0,1,4,30.0881,0.12959,,226.9846,343.3239737,-14.2665958,4.67517,,-1.907,,,1.0,
302,GJ 876,d,0,1,4,1.93778,0.020807,,6.83,343.3239737,-14.2665958,4.67517,,-1.907,,,1.0,
303,GJ 876,e,0,1,4,124.26,0.3343,,14.6,343.3239737,-14.2665958,4.67517,,-1.907,,,1.0,
304,GJ 887,b,0,1,2,9.262,0.068,,4.2,346.4668274,-35.8530693,3.29,468.0,-1.434,,,2.88,3688.0
305,GJ 887,c,0,1,2,21.789,0.12,,7.6,346.4668274,-35.8530693,3.29,352.0,-1.434,,,2.88,3688.0
306,GJ 896 A,b,0,2,1,284.39,0.63965,,718.2922,352.9700384,19.9370011,6.26022,,,,,,
307,GJ 900 A,b,0,3,1,,12000.0,,3496.11248,353.7526177,1.6055211,20.8065,,,,,0.2,
308,GJ 9066,c,0,1,1,771.36,0.88,,66.74397,30.0588307,13.0443172,4.471,,-2.595,,,,3154.0
309,GJ 9404,b,0,1,1,13.4586,0.0943,,11.9,184.8472095,28.3827126,23.8839,,,,,,
310,GJ 96,b,0,1,1,73.94,0.291,,19.66,35.5624031,47.8802075,11.9315,,-1.052,,,,3785.0
311,GJ 9689,b,0,1,1,18.27,0.1139,,9.65,303.467731,13.3888921,30.6203,453.0,-1.2,,,8.9,3836.0
312,GJ 9714,b,0,1,1,19240.75467,12.319,,2988.54051,315.4141767,-32.5250028,20.5121,,,,,,
313,GJ 9827,b,0,1,3,1.208974,0.0189,1.44,4.28,351.7717763,-1.2853435,29.661,1035.0,,7.858,,5.465,4236.0
314,GJ 9827,c,0,1,3,3.648103,0.0395,1.13,1.86,351.7717763,-1.2853435,29.661,716.0,,7.142,,5.465,4236.0
315,GJ 9827,d,0,1,3,6.20183,0.053,1.98,3.02,351.7717763,-1.2853435,29.661,675.0,-1.004,,,5.465,4236.0
316,GPX-1,b,0,1,1,1.744579,0.0338,16.477,6261.21962,38.3691648,56.025708,655.013,2300.0,0.727,8.22242,0.6203,0.27,7000.0
317,GQ Lup,b,0,1,1,,100.0,33.6,6356.0,237.3003643,-35.6515055,151.169,2650.0,,,,0.001,
318,GSC 06214-00210,b,0,1,1,,320.0,,5000.0,245.4776921,-20.7193398,108.5,2300.0,-0.42,,,0.005,4200.0
319,GU Psc,b,0,1,1,,2000.0,14.179,3591.3,18.146485,17.0650029,47.5501,1050.0,,,,0.1,
320,Gaia-1,b,0,1,1,3.052524,0.04047,13.776,533.95172,90.6436658,-0.5771099,363.66,,,,1.46,,5470.0
321,Gaia-2,b,0,1,1,3.6915224,0.0467,14.818,259.66581,110.7353308,67.2526565,209.229,,,,0.848,,5720.0
322,Gaia22dkvL,b,0,1,1,,1.4,,187.83659,151.769,-66.1808889,1270.0,,,,,,
323,Gl 378,b,0,1,1,3.822,0.039435,,13.02,150.5865513,48.0824515,14.9545,830.0,-1.222,,,,3879.0
324,Gl 49,b,0,2,1,13.8508,0.0905,,5.63,15.6687321,62.3454386,9.8528,,-1.306,,,,3805.0
325,Gl 686,b,0,1,1,15.53,0.091,,6.624,264.4764878,18.5959509,8.15728,,-1.53,,,,3656.0
326,Gliese 12,b,0,1,1,12.761408,0.0668,0.958,3.87,3.9579137,13.5576175,12.21,315.0,-2.138,,13.5,,3296.0
327,HAT-P-1,b,0,2,1,4.46529976,0.05561,14.785,166.86075,344.4453632,38.674919,158.979,1322.0,,0.282,0.908,,5980.0
328,HAT-P-11,b,0,1,2,4.88780244,0.05254,4.36,23.4,297.7101763,48.0818635,37.7647,,,,,6.5,4780.0
329,HAT-P-11,c,0,1,2,3407.0,4.13,,507.0,297.7101763,48.0818635,37.7647,,,,,6.5,4780.0
330,HAT-P-12,b,0,1,1,3.2130598,0.0384,10.749,67.059,209.3886452,43.49331,142.751,963.0,-0.678,0.3192,,2.5,4650.0
331,HAT-P-13,b,0,1,2,2.91625,,14.258,270.462,129.8823772,47.3519076,246.81,,,,,,
332,HAT-P-13,c,0,1,2,446.27,,,4538.421,129.8823772,47.3519076,246.81,,,,,,
333,HAT-P-14,b,0,2,1,4.62767,,15.917,1093.3352,260.1161719,38.2421682,222.663,,,,0.62,,6600.0
334,HAT-P-15,b,0,1,1,10.8635,,11.882,616.5902,66.248142,39.460602,192.516,,,,1.14,,5568.0
335,HAT-P-16,b,0,3,1,2.77596,0.0413,14.448,1332.605,9.5730343,42.4630961,226.637,1626.0,0.294,2.42,,2.0,6158.0
336,HAT-P-17,b,0,1,2,10.33852,,11.769,184.3414,324.5359781,30.4881882,92.3831,,,,2.08,,5246.0
337,HAT-P-17,c,0,1,2,5584.0,5.6,,1080.6,324.5359781,30.4881882,92.3831,,-0.289,,2.1987,,5336.96
338,HAT-P-18,b,0,1,1,5.508023,0.0559,11.153,62.61,256.346376,33.0123251,161.4,852.0,-0.569,0.25,,12.4,4803.0
339,HAT-P-19,b,0,1,1,4.00878322,0.04599,11.299,88.03847,9.5165832,34.7114025,202.078,981.0,-0.485,0.335,2.468,7.2,4962.0
340,HAT-P-2,b,0,1,2,5.6335158,0.06814,,2739.6946,245.1514324,41.0479601,127.774,,0.53,,,1.44,6380.0
341,HAT-P-2,c,0,1,2,8500.0,,,3400.76395,245.1514324,41.0479601,127.774,,,,,,
342,HAT-P-20,b,0,1,1,2.875317,0.0361,9.718,2302.899,111.9164295,24.3361185,71.0374,970.0,-0.721,13.78,,6.7,4595.0
343,HAT-P-21,b,0,1,1,4.12448,,12.442,1547.8321,171.2749348,41.0280207,277.278,,,,1.0,,5588.0
344,HAT-P-22,b,0,2,1,3.21222,,12.89,785.0401,155.6814593,50.1287115,81.7647,,,,1.16,,5302.0
345,HAT-P-23,b,0,1,1,1.212884,0.0232,15.334,664.237,306.1239076,16.7621462,364.813,2056.0,0.199,1.01,,4.0,5905.0
346,HAT-P-24,b,0,2,1,3.35524,,14.572,238.3725,108.8251171,14.2626064,415.344,,,,0.74,,6373.0
347,HAT-P-25,b,0,1,1,3.65281514,0.0466,12.722,180.84527,48.4354731,25.1973548,300.384,1182.0,-0.152,0.483,1.84,,5519.0
348,HAT-P-26,b,0,1,1,4.23452,,7.062,22.2481,213.1565508,4.0594175,141.837,,,,2.37,,5079.0
349,HAT-P-27,b,0,2,1,3.039577,0.04,11.43,197.05,222.7673221,5.9473626,199.173,,-0.269,,1.9976,,5316.0
350,HAT-P-28,b,0,1,1,3.257215,0.0434,13.585,198.953,13.0009159,34.728402,401.319,1384.0,0.053,0.44,,6.1,5680.0
351,HAT-P-29,b,0,2,1,5.72319,,13.115,279.6904,33.1310921,51.7787754,313.576,,,,0.93,,6087.0
352,HAT-P-3,b,0,2,1,2.8997,,10.536,206.5895,206.0940142,48.028565,134.554,,,,2.28,,5185.0
353,HAT-P-30,b,0,2,1,2.8106,,16.141,263.7989,123.9498431,5.8368669,213.985,,,,0.98,,6304.0
354,HAT-P-31,b,0,1,1,5.00542,,12.218,721.4741,271.5376722,26.4266061,344.05,,,,0.69,,6065.0
355,HAT-P-32,b,0,2,1,2.1500082,0.03397,22.194,216.1244,31.0427614,46.6878512,289.205,1836.0,0.338,0.108,0.625,,6001.0
356,HAT-P-33,b,0,2,1,3.47447,,20.737,292.4036,113.1842383,33.8350214,396.11,,,,0.45,,6446.0
357,HAT-P-34,b,0,1,1,5.452654,0.06774,13.417,1058.3739,303.1954355,18.1047776,249.325,,,2.5,,1.7,6442.0
358,HAT-P-35,b,0,3,1,3.646706,0.04978,14.93,335.62848,123.250703,4.7870288,506.965,,,0.55,,3.5,6096.0
359,HAT-P-36,b,0,1,1,1.32734683,0.0241,14.314,587.41341,188.2662048,44.9153672,294.419,1781.0,,1.175,,,5620.0
360,HAT-P-37,b,0,1,1,2.797436,0.0379,13.204,371.528,284.2960393,51.2691212,390.594,1271.0,-0.208,0.89,,,5500.0
361,HAT-P-38,b,0,1,1,4.640382,0.0523,9.247,84.857,35.3834942,32.2460441,255.206,1082.0,-0.208,0.59,,,5330.0
362,HAT-P-39,b,0,2,1,3.54387,0.0509,17.609,190.372,113.7582526,17.8300283,697.004,1752.0,0.607,0.19,,,6430.0
363,HAT-P-4,b,0,2,1,3.056536,0.04438,14.28,213.255,229.99122,36.229545,320.451,1686.0,0.431,0.403,,,5860.0
364,HAT-P-40,b,0,1,1,4.45724,,17.038,152.5584,335.5129199,45.4573423,464.469,,,,0.2,,6080.0
365,HAT-P-41,b,0,2,1,2.69405,,22.978,378.2177,297.3226523,4.6724124,348.185,,,,0.42,,6390.0
366,HAT-P-42,b,0,1,1,4.641878,0.0575,14.348,331.801,135.3443583,6.0970828,405.238,1428.0,0.356,0.61,,5.2,5743.0
367,HAT-P-43,b,0,1,1,3.3326414,0.0444,13.63,,128.9256885,10.2065866,528.825,1353.0,,,,,5693.0
368,HAT-P-44,b,0,1,2,4.301219,0.0507,13.922,111.871,213.1438604,47.0147826,347.85,1108.0,-0.194,0.23,,7.5,5295.0
369,HAT-P-44,c,0,1,2,872.2,1.752,,1271.3,213.1438604,47.0147826,347.85,,-0.194,,,7.5,5295.0
370,HAT-P-45,b,0,1,1,3.128992,0.0452,15.984,283.492,274.3732697,-3.3810594,298.64,1652.0,0.4,0.38,,2.0,6330.0
371,HAT-P-46,b,0,1,1,4.463129,0.0577,14.392,156.684,270.4441831,-2.97098,290.736,1458.0,0.391,0.28,,2.5,6120.0
372,HAT-P-49,b,0,1,1,2.69155,,17.822,699.226,305.4413294,26.6926759,350.351,,,,0.36,,6820.0
373,HAT-P-5,b,0,1,1,2.78849,,13.563,311.4734,274.4055335,36.6214617,303.336,,,,1.04,,5960.0
374,HAT-P-50,b,0,1,1,3.1220109,0.0453,14.437,429.0705,118.0634379,12.1393474,515.458,1862.0,0.603,0.78,0.357,3.37,6280.0
375,HAT-P-51,b,0,1,1,4.21802091,0.05042,13.507,97.57332,21.0651251,32.8107,440.089,1168.0,-0.102,0.218,1.38,8.1,5453.0
376,HAT-P-52,b,0,1,1,2.7535953,0.03694,11.31,259.98494,42.7217412,29.0222492,361.155,1218.0,-0.305,0.98,1.75,9.4,5131.0
377,HAT-P-53,b,0,1,1,1.9616241,0.03159,14.773,471.65972,21.8711012,38.9681137,666.802,1778.0,0.217,0.8,0.87,4.67,5956.0
378,HAT-P-54,b,0,1,1,3.799847,0.04117,10.581,241.5508,99.8979924,25.4824005,143.651,818.0,-0.902,1.118,,3.9,4390.0
379,HAT-P-55,b,0,1,1,3.5852313,0.04628,14.841,189.42573,264.2735096,25.7311468,511.388,1367.0,0.097,0.318,1.073,5.3,5804.0
380,HAT-P-56,b,0,1,1,2.79083,,16.926,734.1873,100.8480137,27.2521823,320.639,,,,0.63,,6566.0
381,HAT-P-57,b,0,3,1,2.4653,,19.504,448.1403,274.743418,10.5971968,279.86,,,,0.62,,6330.0
382,HAT-P-58,b,0,1,1,4.0138379,0.04994,14.93,118.23217,68.8465093,56.8682691,515.59,1622.0,0.456,0.194,0.405,7.11,6078.0
383,HAT-P-59,b,0,1,1,4.1419771,0.05064,12.588,489.45575,292.4588212,62.5291892,265.471,1278.0,0.054,1.347,1.059,7.3,5678.0
384,HAT-P-6,b,0,1,1,3.85298,,16.589,419.5356,354.7740917,42.4659866,275.358,,,,0.59,,6570.0
385,HAT-P-60,b,0,1,1,4.7947813,0.06277,18.282,182.43351,28.2825719,52.0539209,233.22,1772.0,0.809,0.164,0.1909,2.765,6212.0
386,HAT-P-61,b,0,1,1,1.90231289,0.0301,10.077,335.94463,75.4801665,50.1311784,338.84,1505.0,-0.115,1.8,1.715,2.6,5587.0
387,HAT-P-62,b,0,1,1,2.6453235,0.03772,12.027,241.86742,74.5043816,48.3008551,348.815,1512.0,0.091,0.77,0.901,8.1,5629.0
388,HAT-P-63,b,0,1,1,3.377728,0.04294,12.543,195.14664,269.5720695,5.7613709,403.458,1237.0,-0.146,0.54,1.448,9.0,5400.0
389,HAT-P-64,b,0,1,1,4.007232,0.05387,19.089,184.34048,68.9743955,2.4312732,651.897,1766.0,0.668,0.144,0.35,2.88,6457.0
390,HAT-P-65,b,0,1,1,2.60544751,0.04042,18.058,176.07694,315.9054895,11.9893675,738.519,1818.0,0.473,0.164,0.397,3.9,5872.0
391,HAT-P-66,b,0,1,1,2.972086,0.04363,17.822,248.86089,150.5726262,53.9508237,935.456,1896.0,0.615,0.242,0.269,4.66,6002.0
392,HAT-P-67,b,0,2,1,4.8101025,0.06505,23.371,108.0622,256.6107279,44.7768849,371.686,1903.0,0.939,0.052,,1.24,6406.0
393,HAT-P-68,b,0,1,1,2.29840551,0.02996,12.016,230.10892,118.4831501,23.9382192,202.152,1028.0,-0.779,0.727,3.165,11.1,4508.0
394,HAT-P-69,b,0,1,1,4.7869491,0.06555,18.786,1137.8314,130.5056385,3.7105662,341.263,1930.0,1.0,1.02,,1.27,7394.0
395,HAT-P-7,b,0,2,1,2.20474,,16.926,584.8072,292.24719,47.9695429,341.079,,,,0.27,,6389.0
396,HAT-P-70,b,0,1,1,2.74432452,0.04739,20.961,2154.8874,74.5523332,9.9979794,330.739,2562.0,1.223,1.54,,0.6,8450.0
397,HAT-P-8,b,0,3,1,3.07634,,15.693,406.8224,343.0414932,35.4471778,211.553,,,,0.46,,6200.0
398,HAT-P-9,b,0,1,1,3.92281072,0.05287,15.614,238.05467,110.1685157,37.1405946,455.203,1540.0,0.418,0.342,0.755,,6350.0
399,HATS-1,b,0,1,1,3.446459,0.0444,14.594,589.55,175.5252399,-23.3548451,283.971,1359.0,0.041,1.03,,,5870.0
400,HATS-10,b,0,1,1,3.312846,0.04491,10.862,167.17858,294.3068385,-22.2044872,534.889,1407.0,0.117,0.7,1.15,3.3,5880.0
401,HATS-11,b,0,1,1,3.619188,0.0507,18.03,,289.4007603,-22.3900092,944.603,1596.0,,,0.479,,6563.0
402,HATS-12,b,0,1,1,3.142702,0.0441,7.76,,289.202402,-19.3559227,746.138,1446.0,,,0.269,,6357.0
403,HATS-13,b,0,1,1,3.0440499,0.04057,13.585,172.58169,316.9614798,-26.0967205,421.855,1244.0,,0.377,1.93,2.5,5523.0
404,HATS-14,b,0,1,1,2.7667641,0.03815,11.646,340.39593,313.2154754,-25.6873756,513.011,1276.0,,1.191,1.682,4.9,5346.0
405,HATS-15,b,0,1,1,1.74748753,0.02712,12.386,689.6911,311.0920041,-19.4375266,1139.55,1505.0,-0.204,1.97,1.57,11.0,5311.0
406,HATS-16,b,0,1,1,2.686502,0.03744,14.572,1039.3041,358.5588439,-30.0130385,757.044,1592.0,0.173,1.86,0.72,9.5,5738.0
407,HATS-17,b,0,1,1,16.254611,0.1308,8.709,425.25654,192.1895676,-47.6136789,400.331,814.0,0.093,3.5,1.22,2.1,5846.0
408,HATS-18,b,0,1,1,0.83784,0.0174,14.897,629.14449,173.9574203,-29.1560639,624.368,2069.0,,1.1169,,,5600.0
409,HATS-2,b,0,1,1,1.35413379,0.02317,12.576,435.42492,176.7388264,-22.5630097,341.925,1550.0,,1.20684,1.346,7.2,
410,HATS-22,b,0,1,1,4.7228124,0.05025,10.682,870.8542,174.0098693,-29.5433642,229.518,858.0,-0.646,3.89,3.28,,4803.0
411,HATS-23,b,0,1,1,2.1605156,0.03397,20.849,467.2101,286.36675,-50.0673496,639.004,1654.0,0.155,0.29,0.91,4.2,5780.0
412,HATS-24,b,0,1,1,1.3484978,0.0238,15.637,718.2958,268.8907069,-61.7474,494.182,2166.0,0.19,1.03,,3.7,6125.0
413,HATS-25,b,0,1,1,4.2986432,0.05163,14.123,194.82979,207.9076746,-23.7812403,471.158,1277.0,0.068,0.38,1.03,7.5,5715.0
414,HATS-26,b,0,1,1,3.3023881,0.04735,19.616,206.5895,144.9268593,-28.5856004,861.843,1918.0,0.704,0.153,0.218,4.04,6071.0
415,HATS-27,b,0,1,1,4.637038,0.0611,16.814,168.4499,193.5524603,-46.5877159,816.988,1659.0,0.669,0.18,0.379,2.3,6438.0
416,HATS-28,b,0,1,1,3.1810781,0.04131,13.384,213.58176,284.3997616,-49.1385126,535.383,1253.0,-0.157,0.48,1.67,6.2,5498.0
417,HATS-29,b,0,1,1,4.6058749,0.05475,14.022,207.54299,285.0965172,-54.8933408,353.891,1212.0,0.029,0.411,1.17,5.5,5670.0
418,HATS-3,b,0,1,1,3.547851,0.0485,15.48,340.382,312.4574879,-24.4286938,411.211,1648.0,0.456,0.51,,3.2,6351.0
419,HATS-30,b,0,2,1,3.1743516,0.04354,13.171,224.38798,5.618525,-59.9425892,342.14,1414.0,0.097,0.543,1.29,2.3,5943.0
420,HATS-31,b,0,1,1,3.37796,0.0478,18.383,279.6904,191.7028214,-24.4273897,773.974,1823.0,0.619,0.243,0.275,4.3,6050.0
421,HATS-32,b,0,1,1,2.8126548,0.04024,14.0,292.4036,346.0750861,-21.2720168,745.116,1437.0,0.057,0.58,1.17,3.5,5700.0
422,HATS-33,b,0,1,1,2.5495551,0.03727,13.787,378.85336,294.6336944,-55.3302692,248.46,1429.0,-0.018,0.79,1.4,3.0,5659.0
